eid,rid,salary
4800,318,19431
4801,363,21447
4802,466,21004
4803,480,30854
4804,360,21775
4805,225,33640
4806,375,20665
4807,106,32209
4808,138,14545
4809,284,17795
4810,284,18210
4811,411,17324
4812,106,24602
4813,170,26204
4814,486,30517
4815,352,18630
4816,267,14023
4817,402,33141
4818,320,33881
4819,408,32052
4820,146,14513
4821,134,20031
4822,46,34416
4823,226,26348
4824,86,28840
4825,234,20628
4826,418,29484
4827,209,17836
4828,370,27092
4829,182,26316
4830,97,22932
4831,150,11170
4832,75,23131
4833,130,15000
4834,443,16993
4835,99,14287
4836,213,20484
4837,371,30787
4838,458,32449
4839,193,29700
4840,86,29812
4841,398,32357
4842,352,16971
4843,208,24131
4844,330,19149
4845,450,20443
4846,247,27140
4847,250,19246
4848,409,33795
4849,175,28651
4850,181,30600
4851,393,27517
4852,171,22996
4853,211,14371
4854,201,18988
4855,138,12192
4856,104,22655
4857,383,32743
4858,385,18359
4859,269,20310
4860,57,21168
4861,226,19214
4862,364,22934
4863,227,31480
4864,86,25487
4865,231,18179
4866,462,34863
4867,62,25558
4868,182,17271
4869,435,23048
4870,18,32989
4871,348,12277
4872,466,20860
4873,16,14040
4874,418,28842
4875,291,27355
4876,428,22549
4877,264,25531
4878,372,30439
4879,309,32440
4880,213,16171
4881,79,21910
4882,44,31964
4883,352,22773
4884,255,23385
4885,87,19485
4886,262,26618
4887,185,32565
4888,49,25052
4889,7,8823
4890,20,26345
4891,324,28971
4892,196,28788
4893,35,33321
4894,436,14443
4895,249,19316
4896,422,26533
4897,117,16711
4898,23,15168
4899,421,30027
4900,209,26893
4901,455,24205
4902,348,12840
4903,363,19682
4904,287,19293
4905,446,19654
4906,224,18405
4907,247,15306
4908,468,31615
4909,147,13423
4910,94,32170
4911,450,27970
4912,150,14150
4913,162,28133
4914,472,21776
4915,384,26852
4916,161,31536
4917,480,15135
4918,49,33628
4919,488,34453
4920,437,22442
4921,76,16416
4922,358,15919
4923,88,18432
4924,431,32256
4925,193,24149
4926,107,15166
4927,392,33325
4928,422,21597
4929,424,30855
4930,225,18665
4931,383,22800
4932,105,25555
4933,432,28267
4934,380,34284
4935,207,17518
4936,350,12713
4937,131,14896
4938,454,30688
4939,326,27705
4940,270,28093
4941,394,14037
4942,301,22832
4943,185,17041
4944,210,30139
4945,261,28860
4946,79,16482
4947,415,22179
4948,463,18448
4949,156,21319
4950,369,15026
4951,461,22970
4952,213,15732
4953,466,17189
4954,207,26744
4955,431,16989
4956,348,12463
4957,241,32675
4958,64,26601
4959,137,11297
4960,107,16998
4961,441,29425
4962,15,31593
4963,423,30329
4964,136,13458
4965,309,26096
4966,138,12517
4967,42,15002
4968,124,18068
4969,165,17357
4970,86,22106
4971,147,11211
4972,46,17460
4973,488,32900
4974,18,19701
4975,331,14646
4976,388,28075
4977,338,13445
4978,222,19891
4979,4,9058
4980,77,32808
4981,436,22364
4982,144,11920
4983,428,22320
4984,495,20049
4985,142,14950
4986,154,21870
4987,491,21850
4988,395,18434
4989,33,30124
4990,429,14990
4991,470,30744
4992,264,19616
4993,299,27575
4994,405,29564
4995,480,28037
4996,201,29494
4997,102,22497
4998,469,14375
4999,449,23057
5000,197,22690
5001,123,28377
5002,304,34150
5003,474,34630
5004,204,30814
5005,236,30507
5006,239,30442
5007,119,17228
5008,374,22069
5009,75,14904
5010,345,14853
5011,354,27003
5012,431,27140
5013,359,16955
5014,390,25284
5015,491,32594
5016,395,14709
5017,475,32686
5018,333,30213
5019,259,31332
5020,81,22378
5021,29,25078
5022,302,15110
5023,223,29869
5024,414,20158
5025,53,14027
5026,134,32805
5027,197,25853
5028,57,14988
5029,199,28116
5030,225,33822
5031,90,19809
5032,21,29043
5033,213,18630
5034,419,33024
5035,202,18969
5036,449,21123
5037,66,27752
5038,486,20659
5039,419,30868
5040,310,16763
5041,259,33988
5042,415,16131
5043,231,14117
5044,338,14838
5045,6,6981
5046,276,25114
5047,236,22032
5048,267,22242
5049,328,28312
5050,442,19423
5051,423,27958
5052,154,22738
5053,256,25544
5054,370,32795
5055,287,30534
5056,413,15800
5057,407,20982
5058,383,19507
5059,336,11088
5060,380,24393
5061,282,22960
5062,73,28973
5063,27,20976
5064,211,34955
5065,314,23071
5066,247,20360
5067,229,16064
5068,7,6769
5069,475,22696
5070,451,26270
5071,155,14781
5072,29,26834
5073,232,28995
5074,340,11678
5075,495,20667
5076,114,22309
5077,228,19424
5078,290,23603
5079,497,15008
5080,461,27138
5081,161,18618
5082,478,18664
5083,434,32751
5084,259,25090
5085,457,30642
5086,172,26662
5087,144,14719
5088,483,24359
5089,6,9042
5090,294,33615
5091,355,19628
5092,277,24670
5093,393,14973
5094,289,26250
5095,335,20782
5096,441,16468
5097,146,14094
5098,297,31249
5099,24,15207
5100,393,34632
5101,424,16097
5102,494,23394
5103,371,21865
5104,25,18463
5105,55,32320
5106,465,17280
5107,114,28405
5108,17,19528
5109,316,28975
5110,403,21482
5111,135,16048
5112,323,25137
5113,33,14747
5114,43,20990
5115,216,17734
5116,196,32252
5117,222,24348
5118,241,26749
5119,418,30790
5120,289,30254
5121,130,29512
5122,82,32929
5123,109,34439
5124,269,25673
5125,447,28813
5126,224,31441
5127,57,33460
5128,140,14950
5129,302,15247
5130,441,18805
5131,196,17526
5132,281,20161
5133,195,22210
5134,362,22641
5135,195,32136
5136,327,19512
5137,23,16135
5138,489,26070
5139,348,13637
5140,417,21031
5141,35,16979
5142,86,34318
5143,24,17215
5144,141,11954
5145,451,14821
5146,193,23468
5147,485,15294
5148,453,16174
5149,166,31223
5150,81,21229
5151,235,17157
5152,220,27098
5153,32,21936
5154,64,26678
5155,178,20836
5156,305,33056
5157,209,26129
5158,301,20520
5159,324,21124
5160,131,21219
5161,159,16581
5162,265,14609
5163,100,30049
5164,188,30301
5165,477,24886
5166,116,23750
5167,249,24992
5168,10,13620
5169,325,18122
5170,460,29668
5171,462,27166
5172,408,23863
5173,236,18278
5174,203,21632
5175,134,23169
5176,403,34027
5177,343,13857
5178,497,17869
5179,361,23424
5180,288,18493
5181,21,19088
5182,13,32535
5183,317,21474
5184,460,24290
5185,234,18919
5186,283,14575
5187,306,18954
5188,433,34010
5189,257,19562
5190,304,24950
5191,123,16207
5192,223,15408
5193,389,18945
5194,476,16990
5195,490,28193
5196,27,27151
5197,409,26640
5198,425,18439
5199,321,33863
5200,239,18531
5201,351,22624
5202,494,32343
5203,318,33739
5204,387,16473
5205,489,25166
5206,62,34168
5207,278,24097
5208,370,26518
5209,159,17488
5210,291,23720
5211,323,26406
5212,405,27416
5213,110,25904
5214,175,23453
5215,48,30231
5216,298,23096
5217,489,18158
5218,76,33260
5219,179,25828
5220,307,34925
5221,377,22939
5222,180,32883
5223,409,19464
5224,22,16814
5225,431,18196
5226,403,27892
5227,483,17143
5228,468,15650
5229,480,32186
5230,358,24178
5231,341,11444
5232,117,29166
5233,64,19729
5234,147,11292
5235,226,23614
5236,275,26840
5237,343,13056
5238,62,29143
5239,257,24115
5240,377,14145
5241,198,20731
5242,361,26754
5243,425,34983
5244,486,29099
5245,68,27762
5246,53,22647
5247,219,34639
5248,302,19210
5249,55,15606
5250,216,24972
5251,229,30362
5252,180,32826
5253,397,24390
5254,366,19372
5255,246,26513
5256,82,28923
5257,163,26453
5258,31,34736
5259,431,24474
5260,110,14685
5261,250,27988
5262,283,16805
5263,225,24771
5264,281,21636
5265,486,22765
5266,274,25583
5267,405,27968
5268,360,19364
5269,115,32268
5270,330,19354
5271,500,27128
5272,158,20028
5273,236,21855
5274,81,32751
5275,193,33712
5276,417,15549
5277,323,26159
5278,375,29552
5279,149,12276
5280,63,33211
5281,124,30954
5282,492,22975
5283,223,24243
5284,407,16875
5285,330,34072
5286,92,34496
5287,74,23080
5288,456,30355
5289,441,33957
5290,15,22985
5291,467,33848
5292,180,17520
5293,355,18031
5294,417,31269
5295,461,26843
5296,474,30083
5297,192,24954
5298,95,25290
5299,201,27617
5300,257,30825
5301,301,23892
5302,438,30485
5303,157,29786
5304,20,30253
5305,452,28571
5306,355,27662
5307,269,31495
5308,390,24023
5309,134,17614
5310,74,26386
5311,38,32168
5312,312,34481
5313,370,28968
5314,212,26401
5315,351,24531
5316,398,34289
5317,381,32204
5318,365,34866
5319,135,19246
5320,211,27799
5321,122,26541
5322,402,24733
5323,264,23781
5324,466,14469
5325,215,26732
5326,125,28765
5327,422,18018
5328,342,12186
5329,79,27060
5330,362,27806
5331,66,15284
5332,346,13228
5333,149,11933
5334,338,12191
5335,99,24863
5336,361,22583
5337,88,21655
5338,198,21023
5339,97,18561
5340,394,32104
5341,326,32999
5342,439,30995
5343,222,31320
5344,73,25168
5345,146,11295
5346,472,15912
5347,187,28721
5348,395,25591
5349,129,26348
5350,368,31173
5351,403,21552
5352,254,16522
5353,341,11983
5354,401,19188
5355,164,18889
5356,222,21495
5357,177,25026
5358,350,13351
5359,480,34509
5360,403,24506
5361,152,20733
5362,287,19692
5363,459,30047
5364,322,17270
5365,293,20394
5366,82,27814
5367,414,19762
5368,204,28372
5369,90,19226
5370,301,14839
5371,271,23875
5372,384,25532
5373,292,34122
5374,130,15181
5375,423,16879
5376,449,17232
5377,369,14810
5378,104,32835
5379,485,17597
5380,139,14997
5381,220,23203
5382,190,27384
5383,419,23260
5384,88,24931
5385,452,27617
5386,397,23734
5387,243,26130
5388,443,32929
5389,87,17278
5390,132,32981
5391,10,13325
5392,47,24940
5393,255,31219
5394,61,19168
5395,253,29539
5396,216,33398
5397,68,28841
5398,19,23072
5399,31,28775
5400,288,24450
5401,41,27458
5402,51,14567
5403,396,32527
5404,260,20770
5405,348,12197
5406,98,18141
5407,118,25062
5408,162,24940
5409,137,11075
5410,334,31092
5411,68,34613
5412,100,15336
5413,223,23635
5414,285,31396
5415,280,28662
5416,155,33618
5417,397,31755
5418,119,20163
5419,392,27502
5420,348,13240
5421,8,7609
5422,240,17135
5423,257,16959
5424,150,13562
5425,408,18840
5426,308,15578
5427,24,31685
5428,311,26761
5429,179,24437
5430,4,7817
5431,90,23510
5432,243,16119
5433,363,32031
5434,431,26389
5435,156,21066
5436,404,26860
5437,109,24981
5438,239,25775
5439,358,33673
5440,233,24660
5441,79,17921
5442,266,23443
5443,315,24670
5444,72,27556
5445,479,32442
5446,195,32937
5447,442,29084
5448,345,12247
5449,330,33725
5450,76,26677
5451,398,14490
5452,278,33900
5453,7,7659
5454,304,24415
5455,234,26562
5456,340,14551
5457,98,28189
5458,473,15123
5459,478,34580
5460,27,31663
5461,97,24464
5462,208,18218
5463,200,23082
5464,5,22417
5465,109,14478
5466,472,24394
5467,159,33030
5468,152,17906
5469,192,24228
5470,268,19108
5471,398,18717
5472,487,18160
5473,238,26358
5474,78,34136
5475,18,33354
5476,127,31305
5477,372,32845
5478,103,20035
5479,117,31348
5480,491,16858
5481,355,18305
5482,311,18533
5483,364,16038
5484,120,17097
5485,29,30084
5486,297,23129
5487,292,17156
5488,484,26638
5489,87,30639
5490,111,28996
5491,296,16146
5492,486,20440
5493,330,19052
5494,301,17749
5495,266,19809
5496,49,16868
5497,135,31173
5498,109,18149
5499,486,26572
5500,82,24137
5501,244,17274
5502,337,13869
5503,217,21221
5504,218,32649
5505,425,33120
5506,108,17341
5507,171,18661
5508,407,29611
5509,292,19208
5510,324,27490
5511,36,33779
5512,414,31138
5513,274,25160
5514,136,13505
5515,266,21728
5516,498,18728
5517,109,29265
5518,402,18891
5519,302,24896
5520,125,32382
5521,262,30065
5522,448,17474
5523,57,25506
5524,40,27109
5525,98,31133
5526,137,12109
5527,161,25784
5528,320,21143
5529,307,27020
5530,76,25262
5531,40,19862
5532,250,34394
5533,59,25597
5534,52,31720
5535,110,30636
5536,224,26578
5537,184,26203
5538,402,26200
5539,309,33262
5540,219,14868
5541,442,15897
5542,205,29209
5543,235,15942
5544,318,23069
5545,266,20922
5546,291,21553
5547,460,31412
5548,213,22958
5549,460,22698
5550,243,21980
5551,65,29098
5552,356,26184
5553,455,17852
5554,98,18039
5555,179,26011
5556,498,33084
5557,231,30036
5558,475,25235
5559,407,18505
5560,82,32057
5561,14,22480
5562,275,32946
5563,389,34657
5564,422,34865
5565,90,31898
5566,325,21825
5567,446,28959
5568,237,24090
5569,167,28232
5570,158,26493
5571,124,14024
5572,375,18949
5573,119,22919
5574,336,14124
5575,266,22991
5576,335,16971
5577,54,20919
5578,368,30729
5579,310,25075
5580,28,15144
5581,367,33606
5582,286,32974
5583,440,32746
5584,132,20208
5585,300,34342
5586,29,22081
5587,25,19437
5588,159,34522
5589,305,19429
5590,370,30355
5591,443,19523
5592,256,20391
5593,90,20135
5594,273,16633
5595,393,26395
5596,330,26528
5597,279,24225
5598,106,23599
5599,236,31566
5600,400,19582
5601,117,18431
5602,334,32343
5603,209,30348
5604,500,20952
5605,412,22320
5606,475,31301
5607,311,20455
5608,419,34846
5609,59,19607
5610,95,27716
5611,100,29357
5612,489,26838
5613,45,23832
5614,204,22321
5615,405,33364
5616,53,21046
5617,178,21600
5618,59,28997
5619,334,14051
5620,486,29357
5621,70,33748
5622,273,15081
5623,211,30819
5624,267,34766
5625,39,20332
5626,67,18495
5627,482,23725
5628,177,24362
5629,168,30022
5630,222,19263
5631,339,14154
5632,483,24899
5633,226,33147
5634,405,17196
5635,416,28708
5636,27,30344
5637,11,31094
5638,132,21883
5639,340,14561
5640,447,14204
5641,296,18228
5642,302,22125
5643,174,28088
5644,193,18851
5645,388,22005
5646,215,21131
5647,196,17646
5648,345,11375
5649,470,33248
5650,17,22342
5651,162,20620
5652,236,26520
5653,401,25295
5654,383,18688
5655,427,14861
5656,120,18440
5657,330,16775
5658,361,20737
5659,121,14010
5660,221,17519
5661,302,26489
5662,127,24958
5663,147,14849
5664,380,33982
5665,81,28116
5666,409,14057
5667,207,34774
5668,51,18485
5669,202,22907
5670,173,21797
5671,197,19266
5672,414,18671
5673,48,14277
5674,397,18652
5675,21,24578
5676,414,18233
5677,16,34072
5678,170,24027
5679,48,17161
5680,103,18233
5681,10,12500
5682,89,14033
5683,435,24799
5684,493,23001
5685,400,30109
5686,293,23499
5687,500,27589
5688,117,20572
5689,412,20956
5690,184,26165
5691,109,34865
5692,463,29760
5693,355,22255
5694,94,16413
5695,303,31401
5696,406,25410
5697,169,18277
5698,500,14244
5699,308,25706
5700,486,24166
5701,210,33736
5702,457,33103
5703,61,16759
5704,488,34908
5705,50,32821
5706,332,17275
5707,325,29148
5708,122,29019
5709,24,34799
5710,88,31601
5711,298,24391
5712,360,24309
5713,161,24060
5714,318,22880
5715,204,15656
5716,346,13855
5717,450,28804
5718,144,14149
5719,213,15370
5720,140,14951
5721,442,14665
5722,24,34490
5723,28,34319
5724,199,15713
5725,195,19889
5726,227,33005
5727,256,31386
5728,373,28388
5729,201,33720
5730,444,15233
5731,379,34188
5732,163,14597
5733,109,15567
5734,123,23369
5735,275,24249
5736,309,16240
5737,67,25231
5738,305,25392
5739,346,11365
5740,56,17431
5741,89,33110
5742,216,21904
5743,321,14509
5744,421,31539
5745,398,27561
5746,366,28096
5747,353,20579
5748,200,18732
5749,460,27662
5750,435,34010
5751,474,29749
5752,9,8813
5753,218,31080
5754,170,21227
5755,252,29203
5756,315,33240
5757,193,27047
5758,128,33805
5759,291,14135
5760,54,26691
5761,452,26932
5762,496,21541
5763,174,27708
5764,56,27762
5765,366,33434
5766,183,27103
5767,362,18097
5768,114,27715
5769,122,20169
5770,149,11472
5771,258,29506
5772,299,21665
5773,228,24282
5774,429,18097
5775,23,18052
5776,196,25852
5777,173,32859
5778,407,21601
5779,366,18019
5780,472,26210
5781,423,29568
5782,52,26849
5783,350,12902
5784,313,17570
5785,409,33764
5786,466,27130
5787,75,20305
5788,25,18814
5789,302,33986
5790,300,18500
5791,428,17198
5792,262,30964
5793,351,23098
5794,31,17798
5795,348,12383
5796,92,22331
5797,354,15182
5798,267,25873
5799,445,14169
5800,289,26593
5801,34,18350
5802,272,26210
5803,161,31589
5804,342,14272
5805,357,14510
5806,22,28038
5807,312,19036
5808,167,19463
5809,157,19885
5810,220,34310
5811,387,34829
5812,127,24770
5813,453,33730
5814,16,32953
5815,208,21281
5816,354,16962
5817,89,34489
5818,289,25937
5819,325,19040
5820,204,20462
5821,189,22938
5822,336,13850
5823,361,32830
5824,411,28124
5825,140,13063
5826,278,34642
5827,370,23417
5828,80,31545
5829,91,27650
5830,31,31974
5831,159,33863
5832,484,29704
5833,211,33614
5834,391,26561
5835,67,23101
5836,394,28674
5837,245,23293
5838,185,14073
5839,239,24644
5840,95,29247
5841,47,31140
5842,441,15785
5843,122,17535
5844,361,14544
5845,239,15351
5846,57,25106
5847,431,22830
5848,38,34009
5849,374,29229
5850,219,33739
5851,10,13044
5852,489,27368
5853,491,21346
5854,489,27404
5855,225,30561
5856,28,18988
5857,215,18718
5858,366,25589
5859,292,16738
5860,236,22640
5861,473,20607
5862,73,21267
5863,495,15977
5864,476,22194
5865,87,33748
5866,76,25101
5867,14,24412
5868,16,29356
5869,268,23662
5870,430,28929
5871,380,33377
5872,47,20092
5873,49,32976
5874,370,33941
5875,417,32053
5876,433,21320
5877,233,26051
5878,423,22259
5879,310,32340
5880,337,11417
5881,342,13405
5882,84,27512
5883,261,17916
5884,125,19268
5885,227,15939
5886,5,28073
5887,429,17410
5888,410,25558
5889,406,34314
5890,157,23745
5891,498,21170
5892,352,26987
5893,71,23738
5894,337,11522
5895,25,32612
5896,185,31733
5897,138,13970
5898,91,26680
5899,27,18635
5900,238,34261
5901,467,34628
5902,395,14224
5903,268,30292
5904,376,18202
5905,185,31913
5906,306,33780
5907,182,14155
5908,366,23005
5909,466,24324
5910,56,29519
5911,374,21655
5912,87,33969
5913,415,27047
5914,232,15071
5915,69,20388
5916,487,26855
5917,495,28874
5918,295,34997
5919,477,22962
5920,110,30500
5921,163,18736
5922,198,30421
5923,309,18904
5924,273,16165
5925,88,28479
5926,102,23501
5927,281,17006
5928,261,21945
5929,499,27388
5930,341,13927
5931,19,28820
5932,474,26885
5933,114,17442
5934,118,26978
5935,165,15712
5936,486,27874
5937,223,18514
5938,22,31894
5939,290,24547
5940,35,24387
5941,180,31310
5942,434,31124
5943,423,22564
5944,375,33914
5945,40,28167
5946,16,19766
5947,29,32351
5948,262,18661
5949,489,19045
5950,161,28135
5951,37,29748
5952,250,34142
5953,193,15835
5954,186,23959
5955,54,32655
5956,81,32837
5957,361,31381
5958,63,24646
5959,49,30516
5960,216,25659
5961,159,18428
5962,273,33563
5963,35,33037
5964,142,13490
5965,64,20718
5966,458,23749
5967,211,16601
5968,81,21265
5969,124,29976
5970,458,30406
5971,481,14866
5972,457,22760
5973,172,18779
5974,230,26462
5975,284,15407
5976,259,17021
5977,47,25633
5978,410,19803
5979,54,22581
5980,183,20366
5981,358,16631
5982,91,14746
5983,160,32287
5984,191,18299
5985,234,31881
5986,414,20639
5987,328,26495
5988,21,31597
5989,60,32348
5990,315,28729
5991,461,24313
5992,50,33564
5993,5,26369
5994,377,30962
5995,138,14231
5996,147,13032
5997,30,34588
5998,430,18751
5999,325,14722
6000,481,29674
6001,121,31297
6002,409,29077
6003,424,20555
6004,164,15075
6005,349,14573
6006,154,22002
6007,265,26371
6008,25,26363
6009,20,31445
6010,54,23670
6011,239,15983
6012,323,25115
6013,83,29202
6014,230,21954
6015,89,31966
6016,27,17978
6017,390,19527
6018,125,18882
6019,330,24449
6020,132,21834
6021,121,27372
6022,435,17989
6023,360,20188
6024,303,20050
6025,449,21879
6026,237,22584
6027,372,24817
6028,48,22909
6029,281,33564
6030,346,11187
6031,361,19674
6032,211,21559
6033,466,23302
6034,298,27975
6035,168,14809
6036,316,28061
6037,416,21762
6038,283,26068
6039,381,33108
6040,399,21724
6041,346,13144
6042,269,17403
6043,397,17912
6044,174,25352
6045,125,27228
6046,450,25773
6047,119,16812
6048,188,31304
6049,67,14672
6050,486,15438
6051,474,33156
6052,402,20387
6053,29,22281
6054,59,25338
6055,134,22961
6056,169,28410
6057,240,23359
6058,38,21159
6059,350,11767
6060,297,31142
6061,65,28552
6062,136,12763
6063,474,15487
6064,329,17315
6065,400,30238
6066,335,24080
6067,123,22695
6068,440,30573
6069,263,14455
6070,90,25817
6071,453,16956
6072,372,26213
6073,316,32971
6074,219,26361
6075,371,32936
6076,133,23584
6077,179,14196
6078,129,14115
6079,277,31947
6080,233,25356
6081,136,14996
6082,205,23574
6083,409,18988
6084,146,11729
6085,190,31589
6086,496,18215
6087,69,23763
6088,423,31009
6089,389,15092
6090,412,22294
6091,209,18551
6092,403,31576
6093,77,17255
6094,234,23193
6095,473,30459
6096,22,25270
6097,19,25888
6098,216,25330
6099,207,24631
6100,318,25758
6101,337,14610
6102,155,14093
6103,114,26011
6104,445,18432
6105,4,8757
6106,463,15586
6107,302,18587
6108,191,20710
6109,465,31493
6110,439,30375
6111,277,17759
6112,138,13136
6113,262,23705
6114,489,19189
6115,73,26139
6116,55,19256
6117,190,19433
6118,246,34927
6119,486,31950
6120,417,16606
6121,254,30042
6122,173,22133
6123,104,19146
6124,419,29913
6125,448,14834
6126,85,24088
6127,230,16093
6128,290,22724
6129,273,26308
6130,499,24121
6131,430,15029
6132,296,23123
6133,307,24380
6134,149,14341
6135,303,15239
6136,346,12299
6137,195,30725
6138,435,26534
6139,38,14016
6140,269,16167
6141,471,17592
6142,313,32036
6143,441,19864
6144,258,27256
6145,235,31566
6146,226,30242
6147,472,27798
6148,194,26182
6149,497,28273
6150,390,27874
6151,182,30416
6152,421,19441
6153,58,14765
6154,491,14878
6155,172,19535
6156,487,28655
6157,335,25347
6158,55,16817
6159,479,34037
6160,366,22229
6161,71,26467
6162,468,31164
6163,126,18122
6164,304,31177
6165,130,22032
6166,254,25359
6167,5,20855
6168,182,32644
6169,443,29061
6170,258,24537
6171,250,16422
6172,211,22014
6173,423,20290
6174,256,16818
6175,271,14466
6176,157,22915
6177,310,20374
6178,322,32513
6179,109,16819
6180,266,24963
6181,356,25229
6182,451,31259
6183,472,18761
6184,10,11665
6185,37,30772
6186,71,16928
6187,214,17221
6188,222,20219
6189,451,31288
6190,472,31254
6191,233,14870
6192,293,15635
6193,281,24640
6194,191,17857
6195,274,29431
6196,164,32748
6197,51,25148
6198,374,27485
6199,321,29619
6200,57,26917
6201,92,21557
6202,57,23426
6203,452,24484
6204,82,22344
6205,195,16176
6206,58,26453
6207,495,16010
6208,56,31842
6209,151,24208
6210,203,20229
6211,493,28117
6212,251,31920
6213,447,15917
6214,374,28476
6215,226,22655
6216,418,27275
6217,209,17245
6218,121,16012
6219,281,33413
6220,254,14388
6221,402,16012
6222,63,22626
6223,369,22290
6224,436,33608
6225,325,18552
6226,219,28048
6227,129,26810
6228,237,19089
6229,429,31337
6230,211,18304
6231,200,22880
6232,97,31992
6233,194,29826
6234,440,28812
6235,332,23711
6236,312,22152
6237,179,29376
6238,433,18969
6239,66,20785
6240,371,32075
6241,14,31460
6242,67,15156
6243,176,29684
6244,143,14749
6245,303,15945
6246,54,24977
6247,139,11815
6248,484,16524
6249,120,20257
6250,419,25547
6251,39,33230
6252,151,26151
6253,57,31370
6254,155,31015
6255,173,31477
6256,8,8659
6257,210,22063
6258,298,14195
6259,281,19280
6260,267,31067
6261,323,24549
6262,90,20019
6263,330,33165
6264,277,30092
6265,86,24463
6266,449,22388
6267,399,32722
6268,224,21186
6269,389,23647
6270,367,16303
6271,195,31701
6272,463,21458
6273,18,15100
6274,476,30613
6275,240,20517
6276,338,11636
6277,233,34193
6278,146,14859
6279,219,32947
6280,38,29987
6281,120,21425
6282,124,27618
6283,104,20977
6284,487,30968
6285,368,18099
6286,395,25037
6287,346,13985
6288,90,32969
6289,225,18397
6290,17,16868
6291,408,30780
6292,140,12018
6293,113,32254
6294,322,32935
6295,321,30131
6296,39,25276
6297,291,25953
6298,437,33518
6299,185,23743
6300,92,27016
6301,177,21592
6302,18,22037
6303,213,15587
6304,222,21511
6305,223,23134
6306,476,30088
6307,119,15277
6308,438,34475
6309,327,31707
6310,219,25053
6311,340,11335
6312,260,23645
6313,402,32190
6314,413,20796
6315,53,21601
6316,449,29974
6317,15,18034
6318,492,29495
6319,457,29105
6320,232,14564
6321,162,27673
6322,36,21114
6323,8,7387
6324,7,6568
6325,396,32663
6326,18,19187
6327,59,30541
6328,219,23386
6329,358,26002
6330,402,20208
6331,281,20070
6332,46,31342
6333,261,30227
6334,16,23338
6335,341,12233
6336,255,24817
6337,23,27428
6338,451,32376
6339,457,17064
6340,397,34461
6341,262,34309
6342,472,25807
6343,138,14625
6344,366,18664
6345,28,31595
6346,310,25083
6347,400,28063
6348,403,15071
6349,495,19862
6350,200,33150
6351,407,23979
6352,270,23435
6353,140,12908
6354,202,17250
6355,317,34053
6356,295,29593
6357,432,33157
6358,168,21742
6359,378,19587
6360,37,28909
6361,438,19711
6362,5,16486
6363,354,28164
6364,216,23767
6365,455,23349
6366,276,33551
6367,258,28982
6368,97,31009
6369,464,32658
6370,144,12196
6371,296,18733
6372,127,26994
6373,85,27390
6374,353,24526
6375,423,34333
6376,64,26802
6377,105,22872
6378,96,33852
6379,84,14861
6380,437,17212
6381,184,30624
6382,224,18555
6383,363,14141
6384,164,18486
6385,21,23484
6386,271,23260
6387,198,22702
6388,380,29519
6389,154,14746
6390,322,24611
6391,57,29134
6392,190,29501
6393,198,22057
6394,160,31636
6395,224,22619
6396,322,25590
6397,299,21939
6398,466,20839
6399,488,16329
6400,126,23478
6401,40,15925
6402,265,28202
6403,398,27304
6404,421,23563
6405,498,23692
6406,273,21947
6407,48,28541
6408,285,33441
6409,118,14756
6410,472,33768
6411,466,30152
6412,249,28101
6413,148,11640
6414,262,29882
6415,69,24319
6416,23,32681
6417,52,34342
6418,313,26944
6419,21,29017
6420,159,20548
6421,113,21956
6422,356,33237
6423,68,21438
6424,52,21772
6425,445,26945
6426,268,22577
6427,499,16655
6428,425,22038
6429,408,21628
6430,166,17747
6431,418,32576
6432,226,34449
6433,83,15439
6434,446,21626
6435,21,16147
6436,148,12329
6437,205,28839
6438,223,14091
6439,242,21116
6440,260,25122
6441,394,23815
6442,431,20171
6443,331,16420
6444,89,34044
6445,424,32674
6446,494,27467
6447,433,16512
6448,254,14349
6449,350,13423
6450,322,20967
6451,343,11595
6452,96,15103
6453,367,28520
6454,259,23098
6455,280,16919
6456,321,22957
6457,410,27122
6458,321,26308
6459,474,34621
6460,101,34890
6461,474,34845
6462,465,19509
6463,244,16859
6464,137,11081
6465,38,16258
6466,199,32018
6467,184,25498
6468,202,23372
6469,393,24235
6470,72,26525
6471,474,18576
6472,83,23667
6473,263,21641
6474,46,18543
6475,401,26508
6476,31,14345
6477,75,33778
6478,163,31059
6479,180,23517
6480,412,31636
6481,483,21163
6482,202,17358
6483,363,34989
6484,207,23388
6485,460,27432
6486,199,30718
6487,400,23055
6488,256,33784
6489,40,19401
6490,298,28103
6491,244,15694
6492,206,21931
6493,187,19341
6494,195,21679
6495,457,22870
6496,247,28076
6497,248,30086
6498,66,16238
6499,6,7186
6500,172,27297
6501,429,26028
6502,106,20410
6503,361,27985
6504,10,11563
6505,257,18620
6506,347,12104
6507,278,20633
6508,172,29567
6509,467,17711
6510,294,32047
6511,132,20414
6512,376,23754
6513,126,32493
6514,463,18161
6515,262,18886
6516,76,15549
6517,85,18208
6518,289,30841
6519,237,23931
6520,230,27662
6521,347,14539
6522,402,16638
6523,460,24284
6524,216,20476
6525,151,18818
6526,454,33453
6527,380,15627
6528,263,33766
6529,451,30009
6530,279,23114
6531,423,34479
6532,19,17662
6533,449,20748
6534,175,30739
6535,261,30606
6536,474,33328
6537,228,25308
6538,86,31632
6539,243,27713
6540,191,26480
6541,77,14728
6542,108,30469
6543,276,33175
6544,288,27635
6545,413,15528
6546,90,14018
6547,205,19766
