eid,gid
15504,178
16634,178
12531,178
18394,178
11000,178
14010,178
10699,178
18649,178
11621,178
16187,178
18524,178
18710,178
12699,179
8096,179
16623,179
17083,179
11819,179
6218,179
17634,179
12067,179
19660,179
13643,179
19846,179
17665,179
11844,179
15001,179
11882,179
10532,179
5321,179
17796,179
5520,179
6018,179
10379,179
19289,179
11106,179
15729,179
11640,179
19615,179
19631,179
19080,179
8685,179
19252,179
11818,179
19584,179
18585,179
7758,179
7094,179
12009,179
5112,179
7731,179
8979,179
7265,179
6593,179
18271,179
8106,179
18990,179
16551,179
19026,179
16975,179
13271,179
7645,179
12545,179
12448,179
15120,179
5819,179
6456,179
5659,179
15522,179
8846,179
10968,179
9312,179
9686,179
19996,179
7205,179
7110,179
10254,179
18796,179
12060,179
13263,179
13219,179
9386,179
14278,179
12388,179
6282,179
13518,179
19740,179
12018,179
12790,179
12613,179
5169,179
17867,179
10357,179
10741,179
11312,179
16791,179
9784,179
8356,180
18936,181
15823,181
18697,181
16640,181
14072,181
12954,181
10264,181
8704,181
17504,181
18075,181
5191,181
8679,181
19943,181
2299,182
11188,183
12101,183
4893,183
7237,183
14728,183
8675,183
15876,183
15673,183
18579,183
9450,185
10970,185
14800,185
16378,185
17461,185
12431,185
19335,185
4798,186
17623,187
17549,187
12159,187
17702,187
15782,187
15063,187
9741,187
19909,187
6549,187
16907,188
12389,188
15847,188
7207,188
15931,188
14134,188
8174,188
18121,188
14283,188
18295,188
11446,188
10716,189
7324,189
5743,189
6199,189
1378,189
9467,189
13905,189
429,190
307,190
435,190
194,190
288,190
247,190
184,190
21,190
116,190
26,190
346,190
143,190
16149,191
8080,191
19622,191
13727,191
11762,191
19181,191
10025,191
19133,192
16354,194
12494,194
12389,194
18121,194
15931,194
4979,194
9202,194
17806,194
13468,194
13788,194
14639,194
18295,194
6703,194
11771,194
16497,194
17334,194
10337,194
16820,194
7207,194
8174,194
11953,194
8497,194
6105,194
13694,194
15847,194
12721,194
7293,194
14283,194
14134,194
12607,194
5430,194
14757,194
17339,194
18640,194
16907,194
11446,194
7822,194
11,195
200,195
110,195
132,195
35,195
440,195
497,195
180,195
4,195
363,195
496,195
303,195
96,195
450,195
256,195
378,195
298,195
150,195
341,195
74,195
238,195
254,195
19,195
320,195
114,195
390,195
77,195
105,195
323,195
203,195
188,195
125,195
299,195
345,195
376,195
412,195
473,195
406,195
30,195
262,195
429,195
43,195
189,195
387,195
419,195
141,195
484,195
267,195
119,195
421,195
307,195
293,195
491,195
231,195
81,195
121,195
242,195
418,195
143,195
82,195
272,195
463,195
28,195
492,195
65,195
471,195
300,195
314,195
316,195
250,195
68,195
285,195
449,195
425,195
319,195
207,195
179,195
411,195
172,195
368,195
154,195
321,195
263,195
75,195
357,195
86,195
252,195
116,195
12,195
475,195
72,195
232,195
175,195
115,195
338,195
275,195
8183,196
17551,196
10202,196
19075,196
19918,196
15731,196
14311,196
11041,197
12954,197
7864,197
8631,197
10254,197
9793,197
17219,197
7233,197
19026,197
7758,197
19740,197
5112,197
16293,197
7627,197
13888,197
19289,197
9686,197
17867,197
15160,197
8002,197
18990,197
11312,197
6458,197
16370,197
7916,197
15729,197
18559,197
19252,197
4968,197
14846,197
5321,197
4891,197
17634,197
6396,197
7601,197
18697,197
9893,197
7473,197
10641,197
7312,197
15914,197
10523,197
13405,197
6722,197
18335,197
6178,197
6390,197
6898,197
5707,197
16662,197
7879,197
19080,197
14488,197
7205,197
12521,197
5520,197
19993,197
10773,197
8704,197
17126,197
19996,197
7022,197
12695,199
5743,199
5999,199
6593,199
18135,199
8328,199
9829,199
6898,199
13694,201
4979,201
12607,201
12721,201
16354,201
13468,201
6703,201
17806,201
15847,201
14134,201
18121,201
8497,201
11953,201
17339,201
12494,201
16907,201
11771,201
18295,201
14283,201
16497,201
16820,201
5430,201
14757,201
7207,201
9202,201
12389,201
15931,201
18640,201
7822,201
7293,201
13788,201
10337,201
11446,201
8174,201
6105,201
14639,201
17334,201
19581,203
10856,203
19391,203
7943,203
19651,203
18778,203
17220,203
19229,203
19734,203
9871,203
7061,203
14029,203
13399,203
16373,203
10699,203
15345,204
6853,204
15180,204
14415,204
9910,204
13102,204
11929,204
6732,204
16298,204
8843,204
342,205
97,205
91,205
223,205
10,205
235,205
446,205
473,205
25,205
293,205
386,205
93,205
409,205
485,205
18,205
108,205
231,205
173,205
140,205
15931,206
18295,206
17806,206
16497,206
11953,206
6105,206
14283,206
12494,206
12389,206
14757,206
4979,206
8174,206
16820,206
8497,206
17339,206
11771,206
18640,206
18121,206
6703,206
17334,206
7822,206
9202,206
13468,206
16907,206
13694,206
5430,206
10337,206
7293,206
14639,206
16354,206
13788,206
11446,206
15847,206
12721,206
14134,206
12607,206
7207,206
7185,207
4980,207
16721,207
16904,207
19717,207
14279,207
8571,207
9134,207
10353,207
14683,207
5094,207
10418,207
1177,208
2505,208
4997,208
19359,208
1993,208
17515,208
1393,208
17324,208
5107,208
2765,208
18286,208
15060,208
1401,208
11393,208
707,208
1027,208
1978,208
2940,208
16026,210
8575,210
12952,210
15074,210
5481,210
5973,210
15296,210
16501,210
11469,210
16182,210
19469,210
10983,210
16224,210
19298,210
12915,210
17132,210
17677,210
16070,210
16553,210
12124,210
6056,210
12012,210
11302,210
13330,210
17263,210
9977,210
12185,210
10265,210
18332,210
18895,210
7358,210
12149,210
10691,210
8852,210
15738,210
10080,210
7418,210
16898,210
4969,210
14941,210
14894,210
7039,210
11799,210
14574,210
17766,210
10099,210
6344,210
15272,210
11206,210
7457,210
6004,210
8773,210
8992,210
18653,210
18013,210
8272,210
6394,210
10371,210
14860,210
19075,210
19500,210
7525,210
15622,210
8687,210
5844,210
15546,210
13509,210
15980,210
10194,210
5678,210
10471,210
19672,210
8079,210
13322,210
10910,210
7111,210
14410,210
11816,210
11139,212
16124,212
8241,212
9826,212
14961,212
5992,212
14597,213
7389,213
6136,213
10224,213
16310,213
9954,213
6697,213
4977,213
14921,213
12395,214
15287,215
14653,215
14854,215
12640,215
2951,215
595,215
16962,215
11451,215
14873,215
18227,215
11072,215
12925,215
17670,215
18065,215
16541,215
15956,215
10345,215
4279,215
6278,216
10631,216
6353,216
7820,216
18219,216
11884,216
15340,216
15126,216
12898,216
15709,216
11278,216
11403,216
5514,216
17433,216
16579,216
11760,217
19875,217
889,217
3147,217
1352,217
1402,217
3464,217
1783,217
19652,217
5335,217
545,217
1771,217
1905,217
1288,217
738,217
2722,217
9303,217
2906,217
18989,217
14464,218
5728,218
5318,218
15980,218
18010,218
13751,219
15515,219
2701,219
17460,219
4339,219
11389,219
9943,220
8248,220
12549,220
19615,220
12988,220
7110,220
12545,220
13086,220
5281,220
5707,220
13409,220
12810,220
6593,220
11819,220
55,221
424,221
366,221
297,221
68,221
392,221
259,221
127,221
432,221
447,222
15582,223
8983,223
7689,223
5891,223
1020,223
7871,223
6568,223
10966,223
5069,223
6381,223
19278,223
3431,223
8590,223
10977,223
3092,223
14186,223
12213,223
5277,224
6722,224
16708,224
15522,224
12521,224
18251,224
19140,225
10762,225
15143,225
13026,225
7246,225
13726,225
17688,225
5139,225
11254,225
5059,225
7202,225
12387,225
6292,225
12654,225
7990,225
18203,225
6853,225
18036,225
15449,225
7056,225
8463,225
14597,225
8411,225
10151,225
7212,225
16545,225
18787,225
9479,225
18636,225
15319,225
9233,225
18508,225
8895,225
15956,225
17603,225
18948,225
12797,225
15577,225
16391,225
13711,225
18552,225
19042,225
14092,225
5177,225
5648,225
10790,225
9885,225
16292,225
13090,225
9109,225
11722,225
12907,225
6464,225
15879,225
13853,225
7411,225
7696,225
12339,225
12077,225
19074,225
11625,225
4977,225
15765,225
407,226
219,226
241,226
430,226
324,226
118,226
299,226
6,226
89,226
224,226
146,226
99,226
93,226
405,226
445,226
363,226
417,226
44,226
237,226
11,226
255,226
168,226
3,226
230,226
190,226
244,226
469,226
125,226
328,226
352,226
117,226
292,226
80,226
350,226
418,226
282,226
58,226
126,226
272,226
57,226
108,226
196,226
200,226
268,226
175,226
388,226
133,226
458,226
41,226
72,226
492,226
488,226
90,226
257,226
139,226
496,226
315,226
392,226
285,226
114,226
341,226
136,226
342,226
132,226
253,226
455,226
148,226
331,226
287,226
316,226
380,226
45,226
498,226
102,226
163,226
54,226
384,226
408,226
389,226
382,226
228,226
12,226
59,226
251,226
289,226
276,226
361,226
493,226
211,226
337,226
19659,227
12745,227
1325,227
1528,227
8961,227
3142,227
13183,227
7389,227
8253,227
10781,227
8294,227
11299,227
6542,227
12581,227
13627,227
6626,227
13707,227
18906,227
8814,227
15528,228
13930,228
8399,228
10735,228
9586,228
14569,228
6859,228
11161,228
7324,228
4904,228
16597,228
16921,228
4980,228
12111,228
15378,228
6901,228
14427,230
17976,230
6023,230
16504,230
12088,230
9600,230
4903,230
11233,230
19772,230
8847,230
8362,230
18631,230
19672,230
11008,230
10245,230
12646,230
8820,230
19441,230
13933,230
12137,230
11799,230
11111,230
13955,230
17202,230
10508,230
13126,230
13509,230
13614,230
15990,230
10770,230
9612,230
6214,230
16821,230
19366,230
18079,230
10255,230
8179,230
8629,230
5849,230
12554,230
13442,230
19277,230
15157,230
16912,230
11484,230
5569,230
11431,230
12858,230
19426,230
12475,230
9536,230
19469,230
16959,230
13724,230
19463,230
9624,230
7771,230
13495,230
9661,230
14255,230
15121,230
11059,230
13380,230
12777,230
18390,230
5844,230
13889,230
8724,230
6240,230
16636,230
5306,230
13886,230
14243,230
5765,230
14536,230
19858,230
5957,230
12909,230
15008,230
5588,230
16166,230
7343,230
19491,230
17263,230
9201,230
18821,230
9510,230
12124,230
15964,230
6824,230
13535,230
10405,230
8484,230
9222,230
7269,230
17765,230
15296,230
7001,230
9955,230
12279,233
7900,234
17511,234
8664,234
15520,234
8675,234
12709,234
5599,234
6753,234
11221,234
10548,234
8627,234
6699,234
12529,234
5185,234
8683,234
17760,234
16275,234
12558,234
7242,234
12285,234
7293,235
7822,235
16354,235
17806,235
16497,235
18295,235
4979,235
16907,235
15847,235
9202,235
18121,235
8174,235
14283,235
12721,235
7207,235
10337,235
12607,235
17339,235
12494,235
13202,236
11007,236
5531,236
16186,236
12278,236
9231,236
15489,236
17442,236
18942,236
10895,236
14202,236
16907,237
11771,237
7293,237
9202,237
8174,237
17334,237
13694,237
11446,237
6703,237
7822,237
16820,237
18640,237
14283,237
17806,237
18121,237
18395,238
19336,238
18785,238
19599,238
10491,238
19353,238
12343,238
7242,238
13530,238
16313,238
18576,238
10470,238
9147,238
13899,238
6295,239
15370,239
15914,239
19779,239
12480,239
16708,239
7276,239
11882,239
12545,239
17504,239
6282,239
7233,239
12038,239
6012,239
10664,239
2807,240
5768,240
1291,240
714,240
645,240
525,240
680,240
14257,240
10064,240
3322,240
5435,241
8191,241
17297,241
19491,241
15265,241
16393,241
10240,241
13845,241
12078,241
14453,241
4878,241
13596,241
16911,242
16954,242
8124,242
13580,242
15655,242
2247,243
3004,243
1180,243
910,243
3261,243
1392,243
1310,243
3401,243
1953,243
2625,243
2136,243
6530,244
17332,244
16460,244
17612,244
14100,244
9716,244
19229,244
8059,244
10231,244
8907,244
9938,244
7408,244
13298,244
1666,245
15166,246
8490,246
12529,246
7920,246
15128,246
8183,247
7700,247
18604,247
15607,247
9526,247
14503,247
16318,247
10202,247
19298,247
15616,247
19491,247
9574,247
13763,247
13431,247
11530,247
12357,247
5091,247
16497,248
13788,248
12721,248
17806,248
7207,248
13694,248
14283,248
17334,248
17339,248
15931,248
8497,248
7293,248
18121,248
4979,248
6105,248
11771,248
14639,248
11953,248
9202,248
6703,248
10337,248
11446,248
13468,248
15847,248
14757,248
18295,248
16354,248
18640,248
12389,248
16907,248
16820,248
5430,248
12607,248
14134,248
7822,248
12494,248
8174,248
5819,249
7473,249
19943,249
17737,249
17410,249
9793,249
6012,249
13187,249
11819,249
16551,249
8083,250
279,251
197,251
144,251
392,251
51,251
390,251
328,251
497,251
76,251
169,251
486,251
217,251
11164,252
14248,253
9671,253
89,253
11419,253
5785,253
1594,253
10157,253
14949,253
18016,253
4331,253
11640,253
16004,253
17151,253
18100,253
5718,253
18601,253
7271,254
7651,254
13763,254
9739,254
13964,254
16170,254
11111,254
6209,254
8142,254
11976,254
19350,254
13614,254
7771,254
19945,254
15979,254
13903,254
12251,254
6596,254
13157,254
7626,254
6661,254
18635,254
14748,254
9600,254
17486,254
15536,254
16749,254
16026,254
13756,254
8503,254
18045,254
19366,254
10906,254
10648,254
18318,254
15722,254
4804,254
9542,254
15699,254
16772,254
7873,254
14619,254
11599,254
5935,254
9798,254
19094,254
9852,254
18821,254
9523,254
9614,254
19469,254
12952,254
12893,254
7485,254
17201,255
7774,255
6790,255
12144,255
8827,255
19724,255
18724,255
17205,255
19321,255
14605,256
9458,256
5851,256
4775,256
10437,256
7282,256
12202,256
4720,256
9564,256
8416,256
6353,256
19903,256
17619,256
13450,257
9457,257
14866,257
11185,257
13288,257
9147,257
17777,257
10015,257
7186,257
6652,257
6853,258
15928,258
15046,258
7037,258
6311,258
18552,258
12308,258
6807,258
13410,258
5087,258
7736,258
7950,258
14358,258
5074,258
12855,258
6062,258
17150,258
6449,258
17334,259
8497,260
12607,260
7822,260
13694,260
16820,260
14134,260
4979,261
7668,263
14307,263
11008,263
8198,263
9165,263
18643,263
19672,263
17265,263
8128,263
16070,263
10740,263
17999,263
6252,263
8864,263
6478,263
17463,263
18868,265
18091,265
17574,265
8630,265
8054,265
16927,265
5734,266
13409,266
8909,266
17219,266
4968,266
6282,266
12067,266
18075,266
19026,266
18796,266
14488,266
19712,266
12459,267
12790,267
13830,267
15823,267
5211,267
7302,267
10456,267
11958,267
17083,267
10588,267
4776,267
10641,267
9848,267
4968,267
7276,267
12695,267
7022,267
19136,267
9893,267
14448,267
11221,269
18141,269
15807,269
19876,269
17521,269
18270,269
13689,269
15994,269
7489,269
18938,269
13899,269
13260,269
19982,269
7764,269
7327,269
18935,269
10139,269
14964,269
18994,269
19183,269
10973,269
14065,269
5979,269
13145,269
18923,269
17589,269
10685,269
7385,269
10942,269
8626,269
19882,269
18493,269
10647,269
10599,269
6121,269
5215,269
13827,269
19502,269
5794,269
11741,269
5151,269
8896,269
5755,269
13750,269
7133,269
12024,269
7123,269
17280,269
19017,269
11563,269
4778,269
6620,269
5392,269
6491,269
15557,269
6080,269
17916,269
7464,269
8082,269
15561,269
17955,269
14648,269
9286,269
8616,269
5940,269
9113,269
10909,269
18382,269
13186,269
14346,269
9448,269
15189,269
12282,269
17711,269
5599,269
12404,269
18059,269
4822,269
17181,269
18453,269
12780,269
15896,269
14756,269
17889,269
9859,269
5422,269
10470,269
12431,269
15918,271
5765,271
8305,271
11010,271
17295,271
8139,271
19960,271
5772,272
3037,272
1476,272
579,272
3282,272
1195,272
2563,272
1481,272
17055,272
3388,272
18287,272
731,272
15682,273
9896,273
13061,273
9104,273
14946,273
8125,273
1313,273
16984,273
19985,273
15535,273
7007,273
10849,273
11934,273
18529,273
8946,273
19143,273
12492,273
12684,273
15496,273
453,273
18727,273
11146,273
11290,273
7826,273
19431,273
3982,273
5393,273
17321,273
11120,273
15733,273
8440,273
2890,273
18450,273
9324,273
7230,273
15513,273
16119,273
17922,273
855,273
18502,273
2823,273
1698,273
12079,273
14101,273
4736,273
4337,273
16919,273
5986,273
10925,273
16092,273
2901,273
2216,273
2237,273
14040,273
5456,273
11190,273
10609,274
8721,274
1793,274
2756,274
18126,274
19611,274
18166,274
15542,274
8517,274
13602,274
3906,274
150,274
4288,274
18974,274
12992,275
8789,275
15391,275
11977,275
7398,275
6317,275
18889,275
19227,275
14462,275
7233,276
8679,276
7645,276
19399,276
17634,276
13881,276
18335,276
13888,276
10254,276
19136,276
12720,276
14002,276
13643,276
13405,276
19660,276
6450,276
5281,276
12018,276
19996,276
14278,276
6722,276
6593,276
16374,276
7916,276
5326,276
10968,276
13409,276
13162,276
9848,276
6950,276
12388,276
10920,276
9032,276
19682,276
10298,276
4891,276
18221,276
19296,276
7265,276
19080,276
16664,276
17737,276
11606,276
5999,276
19993,276
19779,276
12695,276
18585,276
16551,276
10641,276
7312,276
6021,276
7094,276
15411,276
17665,276
18407,276
8328,276
8736,276
5734,276
9893,276
14900,276
15954,276
6295,276
13207,276
12038,276
12699,276
13518,276
5819,276
14195,276
7022,276
17504,276
17083,276
6261,276
16791,276
6012,276
18248,276
13236,276
7373,276
8096,276
19712,276
7879,276
14185,276
10664,276
12613,276
12607,277
7293,277
6105,277
13468,277
4979,277
18640,277
13788,277
15931,277
17339,277
6703,277
6577,278
18559,278
1922,278
4002,278
15125,278
9112,278
6263,278
3660,278
9093,278
9139,278
8058,278
6774,278
6913,278
10332,278
11623,278
8239,278
7735,278
4080,278
18464,279
10258,280
16673,280
6214,280
6181,280
9554,280
5678,280
9270,280
6285,280
11123,280
16052,280
15990,280
12294,280
4903,280
6503,280
16118,280
5590,280
14582,281
8804,281
15116,281
17727,281
19398,281
19150,281
15504,281
13678,281
12763,281
17637,281
19112,281
10444,281
11320,281
17659,281
19172,281
8578,281
804,282
973,282
1196,282
2781,282
19184,282
3335,282
524,282
2138,282
2902,282
2874,282
3142,282
3050,282
3428,282
15068,282
2721,282
2988,282
2211,282
1125,282
1986,283
16061,283
6626,283
6585,283
12732,283
11773,283
7816,283
13662,283
17129,283
15628,283
3372,283
4804,283
10577,283
8520,283
13034,283
6164,283
12951,283
8996,283
5517,283
969,283
137,284
52,284
454,284
44,284
440,284
335,284
269,284
389,284
140,284
56,284
190,284
65,284
82,284
495,284
293,284
456,284
438,284
304,284
290,284
498,284
191,284
111,284
198,284
445,284
349,284
414,284
465,284
391,284
283,284
257,284
318,284
337,284
313,284
235,284
174,284
237,284
54,284
466,284
41,284
250,284
61,284
404,284
50,284
196,284
189,284
243,284
30,284
277,284
439,284
152,284
96,284
259,284
124,284
110,284
172,284
446,284
80,284
231,284
369,284
143,284
403,284
265,284
221,284
317,284
448,284
482,284
280,284
462,284
29,284
297,284
73,284
85,284
344,284
132,284
353,284
447,284
15846,285
19240,286
8792,286
12536,286
14467,286
15462,286
6817,286
18787,286
16311,286
10021,286
19630,286
14305,286
13504,286
5739,286
4871,286
10010,286
17145,286
16143,286
18864,286
5353,286
13100,286
16759,287
17974,287
17638,287
10577,287
5960,287
19929,288
10274,288
7634,288
17789,288
8792,288
5044,288
8071,288
15655,288
12077,288
17196,288
15317,288
5502,288
281,289
329,289
199,289
221,289
360,289
2835,290
19096,290
14947,290
2919,290
8477,290
2847,290
670,290
1529,290
1076,290
19506,290
8695,290
7486,290
2846,290
5123,290
3021,290
3278,290
18633,290
12254,290
19954,291
5211,291
12699,291
9342,291
5819,291
11844,291
19399,291
6282,291
12543,291
8631,291
13162,291
18070,291
15411,291
8002,291
6703,293
16907,293
14757,293
16497,293
6105,293
14283,293
12494,293
7207,293
7293,293
11771,293
8497,293
15847,293
13694,293
16820,293
18295,293
11953,293
16354,293
14134,293
17334,293
18640,293
17806,293
13788,293
4979,293
11446,293
7822,293
13468,293
15931,293
9202,293
12607,293
18121,293
17339,293
5430,293
8174,293
12721,293
12389,293
14639,293
10337,293
227,294
4979,295
17141,297
13893,297
11248,297
18088,297
19472,297
5266,297
16970,297
9012,297
9958,299
15944,299
16128,299
12811,299
8622,299
13167,299
13077,299
16766,299
6817,299
13781,299
15956,299
18203,299
4956,299
13615,299
9782,300
8877,300
10353,300
16060,300
9391,300
15444,300
18580,300
5828,300
7762,300
14601,300
5759,300
11815,300
13603,300
18133,300
5256,300
16888,300
15116,300
10437,301
12154,301
12262,301
15319,301
7384,301
13090,301
13151,301
11270,301
11498,301
6849,301
17748,301
10657,301
4966,301
13363,301
11931,301
7391,301
5128,301
221,303
69,303
437,303
257,303
446,303
138,303
424,303
458,303
97,303
397,303
492,303
341,303
258,303
436,303
9,303
211,303
384,303
8,303
352,303
96,303
183,303
44,303
124,303
133,303
286,303
430,303
364,303
18,303
371,303
411,303
462,303
196,303
271,303
26,303
220,303
435,303
210,303
250,303
264,303
60,303
336,303
494,303
428,303
478,303
157,303
361,303
1,303
135,303
401,303
449,303
381,303
41,303
367,303
273,303
35,303
387,303
499,303
75,303
209,303
427,303
311,303
254,303
134,303
242,303
370,303
483,303
426,303
300,303
353,303
34,303
206,303
91,303
453,303
54,303
498,303
113,303
439,303
487,303
360,303
14,303
201,303
187,303
165,303
168,303
180,303
314,303
42,303
164,303
490,303
355,303
473,303
395,303
185,303
444,303
406,303
141,303
153,303
62,303
218,303
9539,304
290,305
369,305
323,305
87,305
403,305
131,305
132,305
111,305
16,305
141,305
472,305
40,305
297,305
331,305
273,305
27,305
483,305
43,305
12988,306
14666,306
9943,306
10451,306
14195,306
18271,306
11342,306
18328,306
12521,306
13236,306
16370,306
8880,306
12038,306
6287,307
17651,307
4966,307
19091,307
8986,307
13504,307
13570,307
7658,307
13302,307
18787,307
14738,307
19244,307
14280,307
17039,307
12835,307
18618,307
16391,307
11253,307
12189,307
9992,307
8154,307
14127,307
8463,307
10352,307
18729,307
6278,307
18333,307
11895,307
9488,307
4746,307
18219,307
15449,307
19319,307
8543,307
8577,307
6504,307
16045,307
4959,307
18068,307
5334,307
19820,307
10161,307
12654,307
8144,307
8638,307
9557,307
9925,307
10079,307
6276,307
17934,307
19480,307
19808,307
15192,307
7772,307
13102,307
5880,307
15533,307
10525,307
12550,307
8858,307
9222,308
17414,309
14804,310
11732,310
19628,310
5867,310
9715,310
14922,310
16691,310
11712,310
9670,310
9144,310
14518,310
15435,310
17650,310
7714,310
116,311
6885,312
13979,312
8718,312
13503,312
6435,312
5646,312
16737,312
9673,312
10464,312
4863,312
13574,312
9394,312
10239,312
6305,312
11762,312
16903,312
14771,312
17426,312
14364,312
9588,312
13235,313
8906,313
5352,313
17858,313
18395,313
5782,313
7472,313
6955,313
16083,313
13336,313
19035,313
7749,313
12939,313
16071,313
15808,313
14424,313
14455,313
12485,313
16130,313
15578,313
15009,313
14367,313
19603,313
6774,313
19204,313
16537,313
6612,313
17913,313
18413,313
7385,313
11830,313
11748,313
16456,313
16616,313
19416,313
17415,313
15262,313
9573,313
6706,313
13361,313
13163,313
8875,313
4749,313
8340,313
9131,313
18539,313
8280,313
11992,313
15057,313
18078,313
15714,313
15933,313
18073,313
15673,314
5256,315
5414,315
10285,315
12696,315
9315,315
13619,315
9137,315
18839,315
5286,315
15863,315
19776,315
19664,315
13517,315
8978,315
11449,315
5530,315
13555,315
11655,316
14661,316
11676,316
14363,316
19500,316
4903,316
9965,316
16964,316
18459,316
12269,316
8012,317
11815,317
11519,317
9314,317
12160,317
18986,317
6093,317
12142,317
1474,318
3041,318
1352,318
3466,318
1301,318
811,318
680,318
2424,318
2937,318
799,318
849,318
9660,318
1718,318
1627,318
3212,318
3169,318
1884,318
554,318
1135,318
1173,318
16191,318
3023,318
1824,318
1589,318
19634,318
1812,318
6573,318
1818,318
1624,318
583,318
1245,318
5879,318
1792,318
1160,318
6976,318
3251,318
2969,318
3155,318
2269,318
1375,318
2093,318
2303,318
2311,318
3160,318
2955,318
3045,318
13040,318
18863,318
3426,318
1394,318
817,318
11944,318
2228,318
2965,318
1484,318
3004,318
10263,318
2201,318
12370,318
1569,318
3313,318
12201,318
1853,318
11218,318
1428,318
997,318
1727,318
640,318
17365,318
1091,318
1885,318
2128,318
14533,318
1205,318
12615,318
1507,318
2320,318
9809,318
1358,318
1516,318
2486,318
561,318
596,318
2419,318
602,318
2456,318
11770,318
1131,318
3453,318
1130,318
10339,318
14170,318
5260,318
18946,318
12415,318
8580,318
2502,318
8658,318
4835,318
2811,318
16009,319
19317,319
16417,319
13330,319
10389,319
3210,319
18414,319
909,319
13174,319
15120,320
8800,321
6821,321
5663,321
13580,321
5237,321
6849,321
18196,321
6343,321
7103,321
11969,321
12927,321
15244,321
9921,321
17256,321
14305,321
13663,323
6012,324
13719,324
6018,324
5191,324
11046,324
5969,324
10773,324
17127,325
19205,325
7607,325
10619,325
15961,325
12434,325
6196,325
8757,325
7608,325
5086,325
6044,325
14789,325
11901,325
13837,325
19547,325
10386,325
19215,325
11521,325
10648,325
19857,325
16334,325
9614,325
7181,325
4828,325
9928,325
19163,325
4852,325
18678,325
17497,325
16991,325
7269,325
16833,325
14767,325
4837,325
5981,325
17999,325
10216,325
15927,325
16170,325
17506,325
4754,325
7600,325
14085,325
8433,325
15797,325
15482,325
10928,325
13609,325
13205,325
15087,325
18825,325
8133,325
5008,325
8343,325
12660,325
16820,327
8174,327
5430,327
13694,327
7822,327
18640,327
16907,327
12389,327
6105,327
4969,329
10348,329
16166,329
14941,329
14038,329
10784,329
10080,329
14536,329
12959,329
18573,329
4979,330
13788,330
8174,330
7293,330
16907,330
13694,330
6105,330
15931,330
12494,330
5438,331
19508,331
7477,331
17413,331
16616,331
19336,331
11745,331
6476,331
12469,331
11992,331
11018,331
18367,331
17819,333
14124,333
15726,333
7522,333
7186,333
6116,333
17791,333
15052,333
6275,333
12558,333
11638,334
15791,336
8718,336
11910,336
13560,336
8552,336
14212,336
17690,336
13416,336
13503,336
7195,336
7025,336
16937,336
11523,336
17060,336
16255,336
17092,336
8384,336
13831,336
10622,336
6858,337
11880,337
16045,337
13159,337
13026,337
9045,337
11432,337
6834,337
17619,337
7212,337
8700,337
13714,338
5535,338
2618,338
14689,338
1851,338
3377,338
944,338
934,338
1714,338
344,341
142,341
90,341
465,341
33,341
17569,342
11287,343
9221,343
16676,343
5822,343
11625,343
16536,343
18668,343
15805,343
16500,343
12907,343
12624,343
4820,343
15319,343
8895,343
12307,343
7861,344
12070,344
19701,344
18950,344
11055,344
8220,344
12893,344
13845,344
13126,344
15957,344
16638,344
7269,345
7686,345
18489,345
19960,345
13042,345
17947,345
6209,345
18982,345
8220,345
10533,345
13126,345
8084,345
14664,345
10471,345
15087,345
11431,345
19739,345
7916,346
18248,346
19989,346
13263,346
8909,346
17219,346
18585,346
10839,346
5708,346
15160,346
5769,346
7094,346
18113,346
10357,346
16664,346
6593,346
18377,346
13162,346
17867,346
16106,347
11205,347
8979,347
17219,347
6012,347
17533,347
15370,347
12720,347
9134,348
6565,350
18378,350
9508,350
7031,350
15989,350
6218,353
10357,353
19993,353
8846,353
17781,353
5884,353
7265,353
7864,353
9041,353
16374,353
5199,353
6067,353
13219,353
10773,353
7627,353
8909,353
7731,353
19808,354
12231,354
15559,354
12855,354
8144,354
14487,354
14718,354
18029,354
17490,354
6062,354
4956,354
17339,355
12494,355
7822,355
7293,355
16354,355
11771,355
11953,355
14639,355
12389,355
18121,355
15847,355
13468,355
6105,355
12607,355
17334,355
8497,355
6703,355
16820,355
5430,355
18640,355
10337,355
17806,355
4979,355
9202,355
11446,355
13788,355
12721,355
16907,355
15931,355
16497,355
14134,355
7207,355
14757,355
14283,355
13694,355
8174,355
18295,355
9815,356
9046,356
5856,356
12744,356
15870,356
17383,356
9171,356
18701,356
5637,356
8229,356
10380,356
17187,356
18998,356
15331,356
14711,356
1754,357
2101,357
2744,357
18822,357
6936,357
916,357
17611,357
13151,358
10678,358
11152,358
12907,358
8402,358
17959,358
19492,358
15935,358
9837,358
11315,358
6857,358
7973,358
9620,358
7696,358
12835,358
6413,358
9925,358
10670,358
13328,358
10159,358
16341,358
7432,358
10170,358
12085,358
12077,358
15874,358
15221,358
9328,358
8159,358
5681,358
5279,358
8333,358
6449,358
10437,358
7981,358
5168,358
19946,358
8236,358
4956,358
16128,358
13245,358
5804,358
11955,358
8577,358
5420,358
8416,358
11931,358
17175,358
17620,358
10037,358
12154,358
13529,358
13745,358
15533,358
7772,358
11212,358
7354,358
7619,358
18726,358
19863,358
7310,358
9458,358
7444,358
8700,358
5333,358
8071,358
11785,358
13026,358
12503,358
14050,358
5783,358
8643,358
14284,358
18415,358
12339,358
15295,358
19515,358
8618,358
17842,358
10242,358
